orderid,totalcost,orderdate
10046,12.70,2024-10-01 19:24:12
10047,11.30,2024-10-01 19:26:16
10048,11.30,2024-10-01 19:28:20
10049,9.80,2024-10-01 19:30:24
10050,11.30,2024-10-01 19:32:28
10051,11.30,2024-10-01 19:34:32
10052,11.30,2024-10-01 19:36:36
10053,11.30,2024-10-01 19:38:40
10054,11.30,2024-10-01 19:40:44
10055,11.30,2024-10-01 19:42:48
10056,12.70,2024-10-01 19:44:52
10057,30.90,2024-10-01 19:46:56
10058,12.70,2024-10-01 19:49:00
10059,11.30,2024-10-01 19:51:04
10060,11.30,2024-10-01 19:53:08
10061,11.30,2024-10-01 19:55:12
10062,12.70,2024-10-01 19:57:16
10063,24.00,2024-10-02 10:02:03
10064,12.70,2024-10-02 10:04:06
10065,9.80,2024-10-02 10:06:09
10066,22.50,2024-10-02 10:08:12
10067,11.30,2024-10-02 10:10:15
10068,12.70,2024-10-02 10:12:18
10069,12.70,2024-10-02 10:14:21
10070,12.70,2024-10-02 10:16:24
10071,11.30,2024-10-02 10:18:27
10072,12.70,2024-10-02 10:20:30
10073,11.30,2024-10-02 10:22:33
10074,9.80,2024-10-02 10:24:36
10075,11.30,2024-10-02 10:26:39
10076,9.80,2024-10-02 10:28:42
10077,11.30,2024-10-02 10:30:45
10078,12.70,2024-10-02 10:32:48
10079,11.30,2024-10-02 10:34:51
10080,12.70,2024-10-02 10:36:54
10081,12.70,2024-10-02 10:38:57
10082,12.70,2024-10-02 10:41:00
10083,9.80,2024-10-02 10:43:03
10084,9.80,2024-10-02 10:45:06
10085,9.80,2024-10-02 10:47:09
10086,11.30,2024-10-02 10:49:12
10087,11.30,2024-10-02 10:51:15
10088,11.30,2024-10-02 10:53:18
10089,12.70,2024-10-02 10:55:21
10090,11.30,2024-10-02 10:57:24
10091,11.30,2024-10-02 10:59:27
10092,11.30,2024-10-02 11:01:30
10093,11.30,2024-10-02 11:03:33
10094,11.30,2024-10-02 11:05:36
10095,11.30,2024-10-02 11:07:39
10096,12.70,2024-10-02 11:09:42
10097,11.30,2024-10-02 11:11:45
10098,11.30,2024-10-02 11:13:48
10099,35.30,2024-10-02 11:15:51
10100,12.70,2024-10-02 11:17:54
10101,9.80,2024-10-02 11:19:57
10102,11.30,2024-10-02 11:22:00
10103,11.30,2024-10-02 11:24:03
10104,11.30,2024-10-02 11:26:06
10105,11.30,2024-10-02 11:28:09
10106,9.80,2024-10-02 11:30:12
10107,12.70,2024-10-02 11:32:15
10108,12.70,2024-10-02 11:34:18
10109,12.70,2024-10-02 11:36:21
10110,11.30,2024-10-02 11:38:24
10111,11.30,2024-10-02 11:40:27
10112,12.70,2024-10-02 11:42:30
10113,12.70,2024-10-02 11:44:33
10114,11.30,2024-10-02 11:46:36
10115,11.30,2024-10-02 11:48:39
10116,11.30,2024-10-02 11:50:42
10117,9.80,2024-10-02 11:52:45
10118,12.70,2024-10-02 11:54:48
10119,11.30,2024-10-02 11:56:51
10120,12.70,2024-10-02 11:58:54
10121,12.70,2024-10-02 12:00:57
10122,9.80,2024-10-02 12:03:00
10123,11.30,2024-10-02 12:05:03
10124,11.30,2024-10-02 12:07:06
10125,12.70,2024-10-02 12:09:09
10126,12.70,2024-10-02 12:11:12
10127,12.70,2024-10-02 12:13:15
10128,11.30,2024-10-02 12:15:18
10129,11.30,2024-10-02 12:17:21
10130,12.70,2024-10-02 12:19:24
10131,24.00,2024-10-02 12:21:27
10132,11.30,2024-10-02 12:23:30
10133,9.80,2024-10-02 12:25:33
10134,11.30,2024-10-02 12:27:36
10135,11.30,2024-10-02 12:29:39
10136,11.30,2024-10-02 12:31:42
10137,11.30,2024-10-02 12:33:45
10138,11.30,2024-10-02 12:35:48
10139,11.30,2024-10-02 12:37:51
10140,12.70,2024-10-02 12:39:54
10141,11.30,2024-10-02 12:41:57
10142,12.70,2024-10-02 12:44:00
10143,12.70,2024-10-02 12:46:03
10144,12.70,2024-10-02 12:48:06
10145,8.30,2024-10-02 12:50:09
10146,12.70,2024-10-02 12:52:12
10147,11.30,2024-10-02 12:54:15
10148,11.30,2024-10-02 12:56:18
10149,12.70,2024-10-02 12:58:21
10150,11.30,2024-10-02 13:00:24
10151,12.70,2024-10-02 13:02:27
10152,12.70,2024-10-02 13:04:30
10153,12.70,2024-10-02 13:06:33
10154,12.70,2024-10-02 13:08:36
10155,9.80,2024-10-02 13:10:39
10156,11.30,2024-10-02 13:12:42
10157,9.80,2024-10-02 13:14:45
10158,11.30,2024-10-02 13:16:48
10159,11.30,2024-10-02 13:18:51
10160,11.30,2024-10-02 13:20:54
10161,9.80,2024-10-02 13:22:57
10162,11.30,2024-10-02 13:25:00
10163,11.30,2024-10-02 13:27:03
10164,11.30,2024-10-02 13:29:06
10165,11.30,2024-10-02 13:31:09
10166,11.30,2024-10-02 13:33:12
10167,11.30,2024-10-02 13:35:15
10168,12.70,2024-10-02 13:37:18
10169,11.30,2024-10-02 13:39:21
10170,9.80,2024-10-02 13:41:24
10171,11.30,2024-10-02 13:43:27
10172,12.70,2024-10-02 13:45:30
10173,22.60,2024-10-02 13:47:33
10174,12.70,2024-10-02 13:49:36
10175,22.60,2024-10-02 13:51:39
10176,12.70,2024-10-02 13:53:42
10177,11.30,2024-10-02 13:55:45
10178,22.60,2024-10-02 13:57:48
10179,12.70,2024-10-02 13:59:51
10180,12.70,2024-10-02 14:01:54
10181,12.70,2024-10-02 14:03:57
10182,11.30,2024-10-02 14:06:00
10183,11.30,2024-10-02 14:08:03
10184,12.70,2024-10-02 14:10:06
10185,12.70,2024-10-02 14:12:09
10186,11.30,2024-10-02 14:14:12
10187,11.30,2024-10-02 14:16:15
10188,12.70,2024-10-02 14:18:18
10189,9.80,2024-10-02 14:20:21
10190,11.30,2024-10-02 14:22:24
10191,11.30,2024-10-02 14:24:27
10192,21.10,2024-10-02 14:26:30
10193,22.60,2024-10-02 14:28:33
10194,11.30,2024-10-02 14:30:36
10195,12.70,2024-10-02 14:32:39
10196,11.30,2024-10-02 14:34:42
10197,11.30,2024-10-02 14:36:45
10198,12.70,2024-10-02 14:38:48
10199,11.30,2024-10-02 14:40:51
10200,12.70,2024-10-02 14:42:54
10201,11.30,2024-10-02 14:44:57
10202,11.30,2024-10-02 14:47:00
10203,12.70,2024-10-02 14:49:03
10204,12.70,2024-10-02 14:51:06
10205,12.70,2024-10-02 14:53:09
10206,11.30,2024-10-02 14:55:12
10207,11.30,2024-10-02 14:57:15
10208,12.70,2024-10-02 14:59:18
10209,11.30,2024-10-02 15:01:21
10210,24.00,2024-10-02 15:03:24
10211,11.30,2024-10-02 15:05:27
10212,11.30,2024-10-02 15:07:30
10213,9.80,2024-10-02 15:09:33
10214,11.30,2024-10-02 15:11:36
10215,11.30,2024-10-02 15:13:39
10216,11.30,2024-10-02 15:15:42
10217,11.30,2024-10-02 15:17:45
10218,11.30,2024-10-02 15:19:48
10219,11.30,2024-10-02 15:21:51
10220,12.70,2024-10-02 15:23:54
10221,11.30,2024-10-02 15:25:57
10222,11.30,2024-10-02 15:28:00
10223,12.70,2024-10-02 15:30:03
10224,11.30,2024-10-02 15:32:06
10225,11.30,2024-10-02 15:34:09
10226,11.30,2024-10-02 15:36:12
10227,12.70,2024-10-02 15:38:15
10228,11.30,2024-10-02 15:40:18
10229,8.30,2024-10-02 15:42:21
10230,12.70,2024-10-02 15:44:24
10231,12.70,2024-10-02 15:46:27
10232,9.80,2024-10-02 15:48:30
10233,11.30,2024-10-02 15:50:33
10234,11.30,2024-10-02 15:52:36
10235,12.70,2024-10-02 15:54:39
10236,11.30,2024-10-02 15:56:42
10237,12.70,2024-10-02 15:58:45
10238,12.70,2024-10-02 16:00:48
10239,12.70,2024-10-02 16:02:51
10240,12.70,2024-10-02 16:04:54
10241,12.70,2024-10-02 16:06:57
10242,12.70,2024-10-02 16:09:00
10243,9.80,2024-10-02 16:11:03
10244,11.30,2024-10-02 16:13:06
10245,11.30,2024-10-02 16:15:09
10246,9.80,2024-10-02 16:17:12
10247,9.80,2024-10-02 16:19:15
10248,12.70,2024-10-02 16:21:18
10249,11.30,2024-10-02 16:23:21
10250,9.80,2024-10-02 16:25:24
10251,12.70,2024-10-02 16:27:27
10252,32.40,2024-10-02 16:29:30
10253,11.30,2024-10-02 16:31:33
10254,21.10,2024-10-02 16:33:36
10255,11.30,2024-10-02 16:35:39
10256,12.70,2024-10-02 16:37:42
10257,11.30,2024-10-02 16:39:45
10258,11.30,2024-10-02 16:41:48
10259,11.30,2024-10-02 16:43:51
10260,11.30,2024-10-02 16:45:54
10261,11.30,2024-10-02 16:47:57
10262,12.70,2024-10-02 16:50:00
10263,12.70,2024-10-02 16:52:03
10264,9.80,2024-10-02 16:54:06
10265,11.30,2024-10-02 16:56:09
10266,12.70,2024-10-02 16:58:12
10267,11.30,2024-10-02 17:00:15
10268,11.30,2024-10-02 17:02:18
10269,11.30,2024-10-02 17:04:21
10270,11.30,2024-10-02 17:06:24
10271,12.70,2024-10-02 17:08:27
10272,11.30,2024-10-02 17:10:30
10273,9.80,2024-10-02 17:12:33
10274,11.30,2024-10-02 17:14:36
10275,11.30,2024-10-02 17:16:39
10276,9.80,2024-10-02 17:18:42
10277,12.70,2024-10-02 17:20:45
10278,11.30,2024-10-02 17:22:48
10279,11.30,2024-10-02 17:24:51
10280,12.70,2024-10-02 17:26:54
10281,9.80,2024-10-02 17:28:57
10282,11.30,2024-10-02 17:31:00
10283,11.30,2024-10-02 17:33:03
10284,11.30,2024-10-02 17:35:06
10285,11.30,2024-10-02 17:37:09
10286,12.70,2024-10-02 17:39:12
10287,11.30,2024-10-02 17:41:15
10288,11.30,2024-10-02 17:43:18
10289,25.40,2024-10-02 17:45:21
10290,11.30,2024-10-02 17:47:24
10291,12.70,2024-10-02 17:49:27
10292,11.30,2024-10-02 17:51:30
10293,12.70,2024-10-02 17:53:33
10294,11.30,2024-10-02 17:55:36
10295,11.30,2024-10-02 17:57:39
10296,32.40,2024-10-02 17:59:42
10297,12.70,2024-10-02 18:01:45
10298,11.30,2024-10-02 18:03:48
10299,12.70,2024-10-02 18:05:51
10300,11.30,2024-10-02 18:07:54
10301,9.80,2024-10-02 18:09:57
10302,12.70,2024-10-02 18:12:00
10303,11.30,2024-10-02 18:14:03
10304,12.70,2024-10-02 18:16:06
10305,11.30,2024-10-02 18:18:09
10306,11.30,2024-10-02 18:20:12
10307,11.30,2024-10-02 18:22:15
10308,12.70,2024-10-02 18:24:18
10309,11.30,2024-10-02 18:26:21
10310,11.30,2024-10-02 18:28:24
10311,11.30,2024-10-02 18:30:27
10312,11.30,2024-10-02 18:32:30
10313,11.30,2024-10-02 18:34:33
10314,11.30,2024-10-02 18:36:36
10315,35.30,2024-10-02 18:38:39
10316,9.80,2024-10-02 18:40:42
10317,12.70,2024-10-02 18:42:45
10318,11.30,2024-10-02 18:44:48
10319,11.30,2024-10-02 18:46:51
10320,12.70,2024-10-02 18:48:54
10321,11.30,2024-10-02 18:50:57
10322,12.70,2024-10-02 18:53:00
10323,12.70,2024-10-02 18:55:03
10324,9.80,2024-10-02 18:57:06
10325,11.30,2024-10-02 18:59:09
10326,11.30,2024-10-02 19:01:12
10327,11.30,2024-10-02 19:03:15
10328,24.00,2024-10-02 19:05:18
10329,12.70,2024-10-02 19:07:21
10330,11.30,2024-10-02 19:09:24
10331,9.80,2024-10-02 19:11:27
10332,12.70,2024-10-02 19:13:30
10333,11.30,2024-10-02 19:15:33
10334,11.30,2024-10-02 19:17:36
10335,12.70,2024-10-02 19:19:39
10336,11.30,2024-10-02 19:21:42
10337,11.30,2024-10-02 19:23:45
10338,11.30,2024-10-02 19:25:48
10339,12.70,2024-10-02 19:27:51
10340,12.70,2024-10-02 19:29:54
10341,11.30,2024-10-02 19:31:57
10342,11.30,2024-10-02 19:34:00
10343,11.30,2024-10-02 19:36:03
10344,12.70,2024-10-02 19:38:06
10345,8.30,2024-10-02 19:40:09
10346,9.80,2024-10-02 19:42:12
10347,11.30,2024-10-02 19:44:15
10348,12.70,2024-10-02 19:46:18
10349,12.70,2024-10-02 19:48:21
10350,12.70,2024-10-02 19:50:24
10351,11.30,2024-10-02 19:52:27
10352,12.70,2024-10-02 19:54:30
10353,11.30,2024-10-02 19:56:33
10354,11.30,2024-10-02 19:58:36
10355,11.30,2024-10-03 10:01:55
10356,11.30,2024-10-03 10:03:50
10357,11.30,2024-10-03 10:05:45
10358,12.70,2024-10-03 10:07:40
10359,12.70,2024-10-03 10:09:35
10360,11.30,2024-10-03 10:11:30
10361,11.30,2024-10-03 10:13:25
10362,24.00,2024-10-03 10:15:20
10363,11.30,2024-10-03 10:17:15
10364,12.70,2024-10-03 10:19:10
10365,11.30,2024-10-03 10:21:05
10366,11.30,2024-10-03 10:23:00
10367,11.30,2024-10-03 10:24:55
10368,11.30,2024-10-03 10:26:50
10369,12.70,2024-10-03 10:28:45
10370,12.70,2024-10-03 10:30:40
10371,9.80,2024-10-03 10:32:35
10372,11.30,2024-10-03 10:34:30
10373,12.70,2024-10-03 10:36:25
10374,11.30,2024-10-03 10:38:20
10375,12.70,2024-10-03 10:40:15
10376,11.30,2024-10-03 10:42:10
10377,11.30,2024-10-03 10:44:05
10378,12.70,2024-10-03 10:46:00
10379,11.30,2024-10-03 10:47:55
10380,11.30,2024-10-03 10:49:50
10381,9.80,2024-10-03 10:51:45
10382,11.30,2024-10-03 10:53:40
10383,12.70,2024-10-03 10:55:35
10384,11.30,2024-10-03 10:57:30
10385,21.10,2024-10-03 10:59:25
10386,12.70,2024-10-03 11:01:20
10387,11.30,2024-10-03 11:03:15
10388,12.70,2024-10-03 11:05:10
10389,12.70,2024-10-03 11:07:05
10390,21.10,2024-10-03 11:09:00
10391,12.70,2024-10-03 11:10:55
10392,12.70,2024-10-03 11:12:50
10393,11.30,2024-10-03 11:14:45
10394,9.80,2024-10-03 11:16:40
10395,33.80,2024-10-03 11:18:35
10396,11.30,2024-10-03 11:20:30
10397,35.20,2024-10-03 11:22:25
10398,11.30,2024-10-03 11:24:20
10399,12.70,2024-10-03 11:26:15
10400,35.30,2024-10-03 11:28:10
10401,9.80,2024-10-03 11:30:05
10402,22.60,2024-10-03 11:32:00
10403,11.30,2024-10-03 11:33:55
10404,12.70,2024-10-03 11:35:50
10405,11.30,2024-10-03 11:37:45
10406,12.70,2024-10-03 11:39:40
10407,11.30,2024-10-03 11:41:35
10408,12.70,2024-10-03 11:43:30
10409,11.30,2024-10-03 11:45:25
10410,11.30,2024-10-03 11:47:20
10411,12.70,2024-10-03 11:49:15
10412,12.70,2024-10-03 11:51:10
10413,12.70,2024-10-03 11:53:05
10414,12.70,2024-10-03 11:55:00
10415,11.30,2024-10-03 11:56:55
10416,11.30,2024-10-03 11:58:50
10417,11.30,2024-10-03 12:00:45
10418,35.30,2024-10-03 12:02:40
10419,12.70,2024-10-03 12:04:35
10420,11.30,2024-10-03 12:06:30
10421,25.40,2024-10-03 12:08:25
10422,9.80,2024-10-03 12:10:20
10423,9.80,2024-10-03 12:12:15
10424,11.30,2024-10-03 12:14:10
10425,11.30,2024-10-03 12:16:05
10426,12.70,2024-10-03 12:18:00
10427,11.30,2024-10-03 12:19:55
10428,12.70,2024-10-03 12:21:50
10429,11.30,2024-10-03 12:23:45
10430,11.30,2024-10-03 12:25:40
10431,11.30,2024-10-03 12:27:35
10432,11.30,2024-10-03 12:29:30
10433,11.30,2024-10-03 12:31:25
10434,11.30,2024-10-03 12:33:20
10435,11.30,2024-10-03 12:35:15
10436,12.70,2024-10-03 12:37:10
10437,12.70,2024-10-03 12:39:05
10438,9.80,2024-10-03 12:41:00
10439,12.70,2024-10-03 12:42:55
10440,9.80,2024-10-03 12:44:50
10441,11.30,2024-10-03 12:46:45
10442,11.30,2024-10-03 12:48:40
10443,21.10,2024-10-03 12:50:35
10444,12.70,2024-10-03 12:52:30
10445,11.30,2024-10-03 12:54:25
10446,12.70,2024-10-03 12:56:20
10447,25.40,2024-10-03 12:58:15
10448,12.70,2024-10-03 13:00:10
10449,11.30,2024-10-03 13:02:05
10450,11.30,2024-10-03 13:04:00
10451,8.30,2024-10-03 13:05:55
10452,11.30,2024-10-03 13:07:50
10453,9.80,2024-10-03 13:09:45
10454,11.30,2024-10-03 13:11:40
10455,11.30,2024-10-03 13:13:35
10456,24.00,2024-10-03 13:15:30
10457,11.30,2024-10-03 13:17:25
10458,11.30,2024-10-03 13:19:20
10459,22.50,2024-10-03 13:21:15
10460,12.70,2024-10-03 13:23:10
10461,11.30,2024-10-03 13:25:05
10462,12.70,2024-10-03 13:27:00
10463,12.70,2024-10-03 13:28:55
10464,12.70,2024-10-03 13:30:50
10465,12.70,2024-10-03 13:32:45
10466,11.30,2024-10-03 13:34:40
10467,11.30,2024-10-03 13:36:35
10468,12.70,2024-10-03 13:38:30
10469,11.30,2024-10-03 13:40:25
10470,11.30,2024-10-03 13:42:20
10471,11.30,2024-10-03 13:44:15
10472,11.30,2024-10-03 13:46:10
10473,11.30,2024-10-03 13:48:05
10474,12.70,2024-10-03 13:50:00
10475,11.30,2024-10-03 13:51:55
10476,8.30,2024-10-03 13:53:50
10477,11.30,2024-10-03 13:55:45
10478,11.30,2024-10-03 13:57:40
10479,11.30,2024-10-03 13:59:35
10480,8.30,2024-10-03 14:01:30
10481,11.30,2024-10-03 14:03:25
10482,11.30,2024-10-03 14:05:20
10483,11.30,2024-10-03 14:07:15
10484,12.70,2024-10-03 14:09:10
10485,11.30,2024-10-03 14:11:05
10486,12.70,2024-10-03 14:13:00
10487,12.70,2024-10-03 14:14:55
10488,11.30,2024-10-03 14:16:50
10489,11.30,2024-10-03 14:18:45
10490,11.30,2024-10-03 14:20:40
10491,12.70,2024-10-03 14:22:35
10492,21.10,2024-10-03 14:24:30
10493,11.30,2024-10-03 14:26:25
10494,12.70,2024-10-03 14:28:20
10495,12.70,2024-10-03 14:30:15
10496,12.70,2024-10-03 14:32:10
10497,11.30,2024-10-03 14:34:05
10498,12.70,2024-10-03 14:36:00
10499,35.30,2024-10-03 14:37:55
10500,11.30,2024-10-03 14:39:50
10501,12.70,2024-10-03 14:41:45
10502,11.30,2024-10-03 14:43:40
10503,9.80,2024-10-03 14:45:35
10504,11.30,2024-10-03 14:47:30
10505,11.30,2024-10-03 14:49:25
10506,11.30,2024-10-03 14:51:20
10507,11.30,2024-10-03 14:53:15
10508,12.70,2024-10-03 14:55:10
10509,11.30,2024-10-03 14:57:05
10510,12.70,2024-10-03 14:59:00
10511,9.80,2024-10-03 15:00:55
10512,11.30,2024-10-03 15:02:50
10513,11.30,2024-10-03 15:04:45
10514,12.70,2024-10-03 15:06:40
10515,9.80,2024-10-03 15:08:35
10516,12.70,2024-10-03 15:10:30
10517,11.30,2024-10-03 15:12:25
10518,11.30,2024-10-03 15:14:20
10519,12.70,2024-10-03 15:16:15
10520,12.70,2024-10-03 15:18:10
10521,11.30,2024-10-03 15:20:05
10522,12.70,2024-10-03 15:22:00
10523,12.70,2024-10-03 15:23:55
10524,24.00,2024-10-03 15:25:50
10525,12.70,2024-10-03 15:27:45
10526,11.30,2024-10-03 15:29:40
10527,11.30,2024-10-03 15:31:35
10528,12.70,2024-10-03 15:33:30
10529,11.30,2024-10-03 15:35:25
10530,22.60,2024-10-03 15:37:20
10531,11.30,2024-10-03 15:39:15
10532,11.30,2024-10-03 15:41:10
10533,12.70,2024-10-03 15:43:05
10534,12.70,2024-10-03 15:45:00
10535,12.70,2024-10-03 15:46:55
10536,22.50,2024-10-03 15:48:50
10537,12.70,2024-10-03 15:50:45
10538,11.30,2024-10-03 15:52:40
10539,12.70,2024-10-03 15:54:35
10540,11.30,2024-10-03 15:56:30
10541,11.30,2024-10-03 15:58:25
10542,11.30,2024-10-03 16:00:20
10543,12.70,2024-10-03 16:02:15
10544,9.80,2024-10-03 16:04:10
10545,9.80,2024-10-03 16:06:05
10546,11.30,2024-10-03 16:08:00
10547,11.30,2024-10-03 16:09:55
10548,11.30,2024-10-03 16:11:50
10549,11.30,2024-10-03 16:13:45
10550,9.80,2024-10-03 16:15:40
10551,11.30,2024-10-03 16:17:35
10552,12.70,2024-10-03 16:19:30
10553,12.70,2024-10-03 16:21:25
10554,12.70,2024-10-03 16:23:20
10555,12.70,2024-10-03 16:25:15
10556,11.30,2024-10-03 16:27:10
10557,11.30,2024-10-03 16:29:05
10558,11.30,2024-10-03 16:31:00
10559,12.70,2024-10-03 16:32:55
10560,11.30,2024-10-03 16:34:50
10561,24.00,2024-10-03 16:36:45
10562,12.70,2024-10-03 16:38:40
10563,11.30,2024-10-03 16:40:35
10564,11.30,2024-10-03 16:42:30
10565,12.70,2024-10-03 16:44:25
10566,35.30,2024-10-03 16:46:20
10567,12.70,2024-10-03 16:48:15
10568,12.70,2024-10-03 16:50:10
10569,11.30,2024-10-03 16:52:05
10570,12.70,2024-10-03 16:54:00
10571,11.30,2024-10-03 16:55:55
10572,11.30,2024-10-03 16:57:50
10573,12.70,2024-10-03 16:59:45
10574,12.70,2024-10-03 17:01:40
10575,33.80,2024-10-03 17:03:35
10576,8.30,2024-10-03 17:05:30
10577,9.80,2024-10-03 17:07:25
10578,11.30,2024-10-03 17:09:20
10579,12.70,2024-10-03 17:11:15
10580,11.30,2024-10-03 17:13:10
10581,11.30,2024-10-03 17:15:05
10582,24.00,2024-10-03 17:17:00
10583,11.30,2024-10-03 17:18:55
10584,12.70,2024-10-03 17:20:50
10585,11.30,2024-10-03 17:22:45
10586,11.30,2024-10-03 17:24:40
10587,12.70,2024-10-03 17:26:35
10588,24.00,2024-10-03 17:28:30
10589,36.70,2024-10-03 17:30:25
10590,12.70,2024-10-03 17:32:20
10591,11.30,2024-10-03 17:34:15
10592,12.70,2024-10-03 17:36:10
10593,12.70,2024-10-03 17:38:05
10594,11.30,2024-10-03 17:40:00
10595,12.70,2024-10-03 17:41:55
10596,11.30,2024-10-03 17:43:50
10597,9.80,2024-10-03 17:45:45
10598,22.50,2024-10-03 17:47:40
10599,12.70,2024-10-03 17:49:35
10600,11.30,2024-10-03 17:51:30
10601,22.60,2024-10-03 17:53:25
10602,11.30,2024-10-03 17:55:20
10603,33.90,2024-10-03 17:57:15
10604,11.30,2024-10-03 17:59:10
10605,11.30,2024-10-03 18:01:05
10606,11.30,2024-10-03 18:03:00
10607,11.30,2024-10-03 18:04:55
10608,11.30,2024-10-03 18:06:50
10609,9.80,2024-10-03 18:08:45
10610,12.70,2024-10-03 18:10:40
10611,12.70,2024-10-03 18:12:35
10612,11.30,2024-10-03 18:14:30
10613,12.70,2024-10-03 18:16:25
10614,22.60,2024-10-03 18:18:20
10615,11.30,2024-10-03 18:20:15
10616,11.30,2024-10-03 18:22:10
10617,12.70,2024-10-03 18:24:05
10618,12.70,2024-10-03 18:26:00
10619,12.70,2024-10-03 18:27:55
10620,12.70,2024-10-03 18:29:50
10621,9.80,2024-10-03 18:31:45
10622,11.30,2024-10-03 18:33:40
10623,9.80,2024-10-03 18:35:35
10624,12.70,2024-10-03 18:37:30
10625,11.30,2024-10-03 18:39:25
10626,12.70,2024-10-03 18:41:20
10627,11.30,2024-10-03 18:43:15
10628,12.70,2024-10-03 18:45:10
10629,24.00,2024-10-03 18:47:05
10630,11.30,2024-10-03 18:49:00
10631,12.70,2024-10-03 18:50:55
10632,9.80,2024-10-03 18:52:50
10633,11.30,2024-10-03 18:54:45
10634,12.70,2024-10-03 18:56:40
10635,12.70,2024-10-03 18:58:35
10636,11.30,2024-10-03 19:00:30
10637,9.80,2024-10-03 19:02:25
10638,12.70,2024-10-03 19:04:20
10639,9.80,2024-10-03 19:06:15
10640,11.30,2024-10-03 19:08:10
10641,9.80,2024-10-03 19:10:05
10642,24.00,2024-10-03 19:12:00
10643,11.30,2024-10-03 19:13:55
10644,9.80,2024-10-03 19:15:50
10645,11.30,2024-10-03 19:17:45
10646,12.70,2024-10-03 19:19:40
10647,12.70,2024-10-03 19:21:35
10648,11.30,2024-10-03 19:23:30
10649,11.30,2024-10-03 19:25:25
10650,12.70,2024-10-03 19:27:20
10651,11.30,2024-10-03 19:29:15
10652,11.30,2024-10-03 19:31:10
10653,12.70,2024-10-03 19:33:05
10654,11.30,2024-10-03 19:35:00
10655,21.10,2024-10-03 19:36:55
10656,12.70,2024-10-03 19:38:50
10657,12.70,2024-10-03 19:40:45
10658,11.30,2024-10-03 19:42:40
10659,9.80,2024-10-03 19:44:35
10660,11.30,2024-10-03 19:46:30
10661,11.30,2024-10-03 19:48:25
10662,11.30,2024-10-03 19:50:20
10663,11.30,2024-10-03 19:52:15
10664,11.30,2024-10-03 19:54:10
10665,9.80,2024-10-03 19:56:05
10666,11.30,2024-10-03 19:58:00
10667,12.70,2024-10-03 19:59:55
10668,11.30,2024-10-04 10:02:00
10669,11.30,2024-10-04 10:04:00
10670,11.30,2024-10-04 10:06:00
10671,12.70,2024-10-04 10:08:00
10672,11.30,2024-10-04 10:10:00
10673,11.30,2024-10-04 10:12:00
10674,11.30,2024-10-04 10:14:00
10675,12.70,2024-10-04 10:16:00
10676,11.30,2024-10-04 10:18:00
10677,11.30,2024-10-04 10:20:00
10678,12.70,2024-10-04 10:22:00
10679,11.30,2024-10-04 10:24:00
10680,33.90,2024-10-04 10:26:00
10681,11.30,2024-10-04 10:28:00
10682,11.30,2024-10-04 10:30:00
10683,11.30,2024-10-04 10:32:00
10684,11.30,2024-10-04 10:34:00
10685,9.80,2024-10-04 10:36:00
10686,11.30,2024-10-04 10:38:00
10687,11.30,2024-10-04 10:40:00
10688,11.30,2024-10-04 10:42:00
10689,11.30,2024-10-04 10:44:00
10690,11.30,2024-10-04 10:46:00
10691,11.30,2024-10-04 10:48:00
10692,9.80,2024-10-04 10:50:00
10693,12.70,2024-10-04 10:52:00
10694,11.30,2024-10-04 10:54:00
10695,12.70,2024-10-04 10:56:00
10696,12.70,2024-10-04 10:58:00
10697,11.30,2024-10-04 11:00:00
10698,11.30,2024-10-04 11:02:00
10699,12.70,2024-10-04 11:04:00
10700,25.40,2024-10-04 11:06:00
10701,11.30,2024-10-04 11:08:00
10702,12.70,2024-10-04 11:10:00
10703,11.30,2024-10-04 11:12:00
10704,12.70,2024-10-04 11:14:00
10705,12.70,2024-10-04 11:16:00
10706,12.70,2024-10-04 11:18:00
10707,12.70,2024-10-04 11:20:00
10708,11.30,2024-10-04 11:22:00
10709,24.00,2024-10-04 11:24:00
10710,12.70,2024-10-04 11:26:00
10711,11.30,2024-10-04 11:28:00
10712,11.30,2024-10-04 11:30:00
10713,11.30,2024-10-04 11:32:00
10714,11.30,2024-10-04 11:34:00
10715,12.70,2024-10-04 11:36:00
10716,12.70,2024-10-04 11:38:00
10717,9.80,2024-10-04 11:40:00
10718,12.70,2024-10-04 11:42:00
10719,11.30,2024-10-04 11:44:00
10720,12.70,2024-10-04 11:46:00
10721,12.70,2024-10-04 11:48:00
10722,30.90,2024-10-04 11:50:00
10723,11.30,2024-10-04 11:52:00
10724,11.30,2024-10-04 11:54:00
10725,12.70,2024-10-04 11:56:00
10726,11.30,2024-10-04 11:58:00
10727,12.70,2024-10-04 12:00:00
10728,11.30,2024-10-04 12:02:00
10729,12.70,2024-10-04 12:04:00
10730,11.30,2024-10-04 12:06:00
10731,9.80,2024-10-04 12:08:00
10732,12.70,2024-10-04 12:10:00
10733,12.70,2024-10-04 12:12:00
10734,11.30,2024-10-04 12:14:00
10735,11.30,2024-10-04 12:16:00
10736,11.30,2024-10-04 12:18:00
10737,12.70,2024-10-04 12:20:00
10738,11.30,2024-10-04 12:22:00
10739,11.30,2024-10-04 12:24:00
10740,11.30,2024-10-04 12:26:00
10741,11.30,2024-10-04 12:28:00
10742,12.70,2024-10-04 12:30:00
10743,11.30,2024-10-04 12:32:00
10744,11.30,2024-10-04 12:34:00
